"Day" "Icum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
201221 1580201 39998.49991 83676.55931 126033.28511 116767.51211 132696.13661 119352.67361 60972.60811 54966.11411 89749.11111 43300.90667 85924.44867 126829.21067 110979.39267 120450.06217 108340.97917 60227.35367 54295.47967 45640.66667
201222 1605102 40517.63556 84743.95506 127670.01456 118530.09706 134912.01306 121346.11806 62160.65956 56037.45156 92148.05556 43820.26413 86917.42403 128326.87633 112444.26483 122181.27483 109898.39583 61339.98733 55298.67933 46808.83333
201223 1633102 41080.21842 85991.28252 129611.83522 120524.32072 137347.07922 123536.59722 63484.95622 57231.48822 94885.72222 44407.29576 88053.61086 129961.64656 114081.28506 124147.43956 111667.05556 62599.71956 56434.39156 48056.05556
201224 1652165 41460.18182 86819.41212 130884.52122 121880.14972 139040.84622 125060.22222 64408.90422 58064.54022 96649.22222 44834.37307 88837.62777 131092.00167 115218.31217 125517.39367 112899.29167 63457.60667 57207.72667 48832.66667
201225 1665043 41706.19362 87398.72982 131805.18022 122802.17322 140148.52172 126056.53472 65011.85922 58608.08522 97812.22222 45110.4986 89388.3204 131903.638 115988.667 126408.8135 113701.0625 64050.953 57742.547 49399
201226 1677757 41934.37118 87975.30488 132738.51878 123731.29228 141260.21428 127056.46528 65610.92478 59148.13078 99015.77778 45340.12233 89913.62483 132699.99433 116744.55983 127283.42783 114487.77083 64617.71033 58253.45633 49945.33333
201227 1689050 42134.93691 88519.58831 133622.21711 124582.34611 142255.46711 127951.61111 66159.29811 59642.42411 100057.61111 45538.46629 90364.73849 133388.24289 117394.20789 128032.03889 115161.13889 65107.39389 58694.88389 50443.38889
201228 1705391 42372.11489 89236.81539 134827.69389 125764.27139 143654.98639 129210.45139 66924.77589 60332.50189 101598.38889 45815.64604 91001.68334 134397.82544 118371.78694 129179.46794 116193.25694 65875.27944 59387.10944 51246.94444
201229 1727329 42727.18767 90169.39717 136343.66967 127306.26017 145526.25617 130893.72917 67987.60267 61290.73067 103982.16667 46175.71878 91822.65328 135691.91078 119640.00428 130680.41428 117543.46528 66918.72578 60327.82978 52301.27778
201230 1750359 43117.92831 91148.09741 137928.21811 128887.93261 147422.00411 132598.98611 69140.04211 62329.68011 106652.61111 46595.90609 92734.34619 137098.33789 120957.20939 132189.26989 118900.76389 67966.15789 61272.11989 53419.38889
201231 1765076 43386.16351 91797.02571 138964.04511 129895.76611 148608.99261 133666.67361 69848.96011 62968.76211 108275.61111 46884.92107 93343.34927 138014.54067 121809.59567 133160.86417 119774.72917 68633.29967 61873.53367 54169.16667
210101 1773203 43535.55942 92147.39502 139523.24222 130454.48422 149279.18022 134269.47222 70237.47022 63318.97422 109115.72222 47062.09653 93687.38013 138525.95333 122279.61533 133691.74633 120252.20833 69031.35933 62232.30733 54558.83333
210102 1781178 43668.344 92494.92 140081.028 130976.44 149876.768 134807 70612.208 63656.792 110093.5 47206.54836 93999.09876 139001.12756 122723.17156 134198.70656 120708.18056 69428.15956 62589.95156 55056.05556
210103 1787889 43792.29509 92796.71119 140550.84589 131430.94739 150409.95739 135286.57639 70920.28089 63934.49689 110853.38889 47339.72153 94273.93463 139419.81233 123110.30083 134637.95983 121103.27083 69742.95933 62873.70733 55411.83333
210104 1797684 43951.69156 93217.31106 141237.83856 132123.08506 151244.53906 136037.36806 71378.72656 64347.88456 111802.05556 47516.67396 94666.26666 140042.71456 123687.02306 135292.78706 121692.36806 70209.90256 63294.70856 55941.05556
210105 1808647 44149.4226 93731.4784 142086.302 132922.789 152164.758 136865.25 71863.198 64784.802 112766 47722.18371 95146.53451 140805.60311 124384.89111 136077.84311 122398.61111 70695.58911 63732.63311 56349.11111
210106 1808647 44149.4226 93731.4784 142086.302 132922.789 152164.758 136865.25 71863.198 64784.802 112766 47722.18371 95146.53451 140805.60311 124384.89111 136077.84311 122398.61111 70695.58911 63732.63311 56349.11111
