"Day" "Rcum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
200101 39 1.1112 1.6778 1.578 2.089 2.919 2.625 2.104 1.896 2 3.3336 3.9814 2.63 2.095 2.085 1.875 2.104 1.896 1
200102 80 1.1112 4.5708 7.364 6.282 6.672 6 3.156 2.844 7 3.3336 4.7704 4.208 3.976 4.587 4.125 2.63 2.37 5
200103 109 2.2224 6.2486 8.942 8.163 9.174 8.25 4.208 3.792 11 3.3336 5.5594 5.786 5.441 6.255 5.625 4.208 3.792 7
200104 125 2.2224 6.5116 9.468 9.414 11.259 10.125 5.26 4.74 12 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 8
200105 129 2.2224 6.7746 9.994 9.833 11.676 10.5 5.26 4.74 13 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 9
200106 130 2.2224 6.7746 9.994 10.041 12.093 10.875 5.26 4.74 13 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 9
200107 131 2.2224 6.7746 9.994 10.041 12.093 10.875 5.26 4.74 13 3.3336 5.8224 6.312 6.484 7.923 7.125 5.26 4.74 9
200108 133 2.2224 6.7746 9.994 10.249 12.51 11.25 5.26 4.74 13 3.3336 5.8224 6.312 6.692 8.34 7.5 5.26 4.74 9
200109 136 2.2224 6.7746 9.994 10.457 12.927 11.625 5.26 4.74 13 3.3336 6.3484 7.364 7.114 8.34 7.5 5.26 4.74 9
200110 138 2.2224 6.7746 9.994 10.457 12.927 11.625 5.26 4.74 13 3.3336 6.3484 7.364 7.114 8.34 7.5 5.786 5.214 10
200111 145 2.778 7.745 11.046 11.295 13.761 12.375 5.786 5.214 13 3.3336 6.3484 7.364 7.322 8.757 7.875 5.786 5.214 10
200112 149 3.3336 8.1894 11.046 11.503 14.178 12.75 5.786 5.214 13 3.3336 6.6114 7.89 7.533 8.757 7.875 6.312 5.688 10
200113 151 3.3336 8.4524 11.572 11.714 14.178 12.75 5.786 5.214 14 3.3336 6.6114 7.89 7.533 8.757 7.875 6.312 5.688 10
200114 153 3.3336 8.4524 11.572 11.922 14.595 13.125 5.786 5.214 14 3.3336 6.6114 7.89 7.741 9.174 8.25 6.312 5.688 10
200115 157 3.3336 8.4524 11.572 11.922 14.595 13.125 5.786 5.214 15 3.3336 6.8744 8.416 8.16 9.591 8.625 6.838 6.162 10
200116 161 3.3336 8.9784 12.624 12.344 14.595 13.125 5.786 5.214 15 3.8892 7.3188 8.416 8.368 10.008 9 6.838 6.162 10
200117 169 3.8892 9.9488 13.676 13.182 15.429 13.875 5.786 5.214 15 4.4448 8.2892 9.468 8.79 10.008 9 6.838 6.162 10
200118 173 3.8892 9.9488 13.676 13.182 15.429 13.875 5.786 5.214 15 4.4448 8.2892 9.468 9.414 11.259 10.125 6.838 6.162 11
200119 175 3.8892 9.9488 13.676 13.182 15.429 13.875 6.312 5.688 15 4.4448 8.5522 9.994 9.625 11.259 10.125 6.838 6.162 11
200120 177 3.8892 10.2118 14.202 13.393 15.429 13.875 6.312 5.688 15 4.4448 8.5522 9.994 9.833 11.676 10.5 6.838 6.162 11
200121 186 3.8892 10.8693 15.517 14.7525 17.097 15.375 6.312 5.688 15 4.4448 8.9467 10.783 10.1495 11.676 10.5 6.838 6.162 12
200122 194 3.8892 11.1323 16.043 14.9635 17.097 15.375 6.312 5.688 15 4.4448 9.9987 12.887 11.6175 12.927 11.625 6.838 6.162 12
200123 201 3.8892 11.9213 17.621 15.5965 17.097 15.375 6.312 5.688 16 4.4448 10.2617 13.413 12.0365 13.344 12 6.838 6.162 13
200124 204 3.8892 11.9213 17.621 15.5965 17.097 15.375 6.312 5.688 16 4.4448 10.2617 13.413 12.4525 14.178 12.75 7.364 6.636 13
200125 209 3.8892 11.9213 17.621 15.8045 17.514 15.75 6.312 5.688 16 4.4448 10.7877 14.465 13.2905 15.012 13.5 7.364 6.636 13
200126 218 3.8892 11.9213 17.621 16.5325 18.9735 17.0625 6.312 5.688 16 5.0004 11.7581 15.517 14.0245 15.6375 14.0625 7.89 7.11 13
200127 227 3.8892 11.9213 17.621 17.1565 20.2245 18.1875 6.312 5.688 16 6.0004 12.0211 16.043 14.8595 16.8885 15.1875 8.416 7.584 13
200128 231 3.8892 12.1843 18.147 17.5755 20.6415 18.5625 6.312 5.688 16 6.0004 12.2841 16.569 15.2785 17.3055 15.5625 8.416 7.584 13
200129 242 4.8892 12.9733 19.725 19.0405 22.3095 20.0625 6.312 5.688 16 6.0004 12.5471 17.095 15.6975 17.7225 15.9375 8.942 8.058 13
200130 264 6.0004 15.1771 22.355 20.9275 23.9775 21.5625 6.838 6.162 16 6.556 14.3065 19.725 16.9605 18.1395 16.3125 10.52 9.48 13
200131 289 6.0004 16.4921 24.985 23.0225 26.0625 23.4375 7.89 7.11 18 8.1116 15.2769 20.777 18.2145 19.8075 17.8125 12.098 10.902 13
200201 294 6.0004 16.7551 25.511 23.2335 26.0625 23.4375 7.89 7.11 19 8.1116 15.8029 21.829 18.8445 20.2245 18.1875 12.098 10.902 13
200202 301 6.0004 16.7551 25.511 23.3375 26.271 23.625 8.416 7.584 20 8.1116 16.0659 22.355 19.5755 21.267 19.125 12.098 10.902 14
200203 304 6.0004 17.0181 26.037 23.7565 26.688 24 8.416 7.584 20 8.1116 16.3289 22.881 19.7865 21.267 19.125 12.098 10.902 14
200204 306 6.0004 17.0181 26.037 23.7565 26.688 24 8.942 8.058 20 8.1116 16.3289 22.881 19.9945 21.684 19.5 12.098 10.902 14
200205 308 6.0004 17.0181 26.037 23.7565 26.688 24 8.942 8.058 20 8.1116 16.3289 22.881 20.4105 22.518 20.25 12.098 10.902 14
200206 309 6.0004 17.0181 26.037 23.7565 26.688 24 9.468 8.532 20 8.1116 16.3289 22.881 20.4105 22.518 20.25 12.098 10.902 14
200207 312 6.0004 17.0181 26.037 23.7565 26.688 24 9.468 8.532 21 8.1116 16.3289 22.881 20.6185 22.935 20.625 12.624 11.376 14
200208 313 6.0004 17.0181 26.037 23.7565 26.688 24 9.468 8.532 21 8.1116 16.3289 22.881 20.8265 23.352 21 12.624 11.376 14
200209 316 6.0004 17.2811 26.563 24.1755 27.105 24.375 9.468 8.532 21 8.1116 16.5919 23.407 21.0375 23.352 21 12.624 11.376 14
200210 322 7.0004 17.2811 26.563 24.5915 27.939 25.125 9.994 9.006 22 8.1116 16.8549 23.933 21.2485 23.352 21 12.624 11.376 14
200211 332 7.0004 17.5441 27.089 25.4265 29.19 26.25 10.52 9.48 22 9.1116 17.3809 24.985 21.8785 23.769 21.375 13.15 11.85 14
200212 342 7.0004 17.5441 27.089 25.6345 29.607 26.625 11.572 10.428 22 9.1116 17.6439 25.511 22.5055 24.603 22.125 15.254 13.746 14
200213 347 7.0004 17.5441 27.089 26.2585 30.858 27.75 12.098 10.902 22 9.1116 17.6439 25.511 22.5055 24.603 22.125 15.78 14.22 14
200214 352 7.0004 17.5441 27.089 26.8825 32.109 28.875 12.098 10.902 22 9.1116 17.9069 26.037 22.9245 25.02 22.5 15.78 14.22 14
200215 365 7.0004 17.5441 27.089 28.3385 35.028 31.5 13.15 11.85 22 9.1116 18.1699 26.563 23.5515 25.854 23.25 16.306 14.694 14
200216 376 7.0004 17.8071 27.615 29.1735 36.279 32.625 13.676 12.324 22 9.1116 18.4329 27.089 24.8025 27.939 25.125 16.306 14.694 14
200217 388 8.556 18.2515 27.615 29.7975 37.53 33.75 14.728 13.272 22 9.1116 19.2219 28.667 25.6435 28.356 25.5 16.832 15.168 14
200218 401 8.556 19.0405 29.193 31.0545 38.781 34.875 15.254 13.746 22 9.1116 19.4849 29.193 26.6865 30.024 27 17.358 15.642 14
200219 409 8.556 19.0405 29.193 31.4705 39.615 35.625 15.254 13.746 22 9.1116 20.0109 30.245 27.9405 31.692 28.5 17.358 15.642 14
200220 436 9.556 20.0925 31.297 33.5625 42.117 37.875 15.78 14.22 23 10.2228 21.1627 30.771 30.2315 35.862 32.25 17.884 16.116 14
200221 461 10.1116 21.3259 32.875 35.2355 44.202 39.75 16.832 15.168 23 10.2228 21.6887 31.823 32.1095 38.781 34.875 20.514 18.486 14
200222 487 10.1116 22.9039 36.031 37.7495 46.704 42 17.358 15.642 23 10.7784 22.9221 33.401 33.9905 41.283 37.125 22.092 19.908 14
200223 533 10.1116 25.2709 40.765 41.3125 50.04 45 18.41 16.59 23 12.334 25.9965 38.661 38.1805 45.453 40.875 24.196 21.804 15
200224 599 10.6672 28.6083 46.551 47.7935 58.38 52.5 21.566 19.434 24 14.0008 29.6967 43.395 42.7835 50.874 45.75 25.248 22.752 15
200225 701 11.2228 34.5757 57.597 55.3445 64.635 58.125 23.67 21.33 24 15.0008 35.7457 55.493 53.8765 63.384 57 28.93 26.07 15
200226 849 11.7784 44.2251 76.007 68.9695 77.145 69.375 27.352 24.648 26 15.0008 41.5317 67.065 64.5505 75.477 67.875 39.976 36.024 16
200227 1009 11.7784 50.5371 88.631 84.0175 97.161 87.375 29.456 26.544 29 16.5564 49.3401 81.793 77.9465 90.489 81.375 46.814 42.186 18
200228 1223 14.8896 58.3954 102.57 100.217 118.428 106.5 38.398 34.602 33 19.2232 58.4318 97.31 95.195 112.59 101.25 58.386 52.614 21
200229 1414 15.4452 64.3628 113.616 114.84 138.861 124.875 47.34 42.66 34 19.2232 63.1658 106.778 111.265 137.193 123.375 69.432 62.568 25
200301 1641 16.5564 72.8786 128.87 134.479 165.966 149.25 57.334 51.666 35 20.3344 70.6296 119.928 127.772 159.711 143.625 84.686 76.314 26
200302 1926 22.2232 83.6798 147.806 154.763 191.403 172.125 67.854 61.146 42 24.668 80.397 134.13 150.317 193.488 174 102.57 92.43 31
200303 2215 25.0012 96.9478 169.898 175.481 215.172 193.5 83.634 75.366 45 27.7792 91.2798 154.118 174.975 226.848 204 117.824 106.176 32
200304 2617 29.8904 113.4716 196.724 206.418 255.621 229.875 95.206 85.794 50 32.0016 105.4184 178.84 210.268 277.722 249.75 139.39 125.61 35
200305 3053 33.7796 130.2584 224.076 240.894 302.742 272.25 116.772 105.228 58 33.1128 121.8242 209.874 246.637 325.677 292.875 158.326 142.674 38
200306 3714 39.2244 151.6976 259.844 291.642 375.717 337.875 135.182 121.818 67 41.5576 143.0004 245.116 304.246 412.83 371.25 196.724 177.276 42
200307 4513 43.1136 179.5304 309.288 351.828 456.615 410.625 163.06 146.94 78 52.0024 173.3816 298.768 377.976 517.497 465.375 231.44 208.56 49
200308 5592 49.6696 211.8524 365.044 424.738 557.946 501.75 204.614 184.386 83 57.8916 217.7834 381.35 484.527 664.698 597.75 287.722 259.278 58
200309 7332 63.8924 276.5416 482.868 553.33 720.993 648.375 277.202 249.798 107 68.1144 287.2066 508.642 644.789 883.623 794.625 362.414 326.586 76
200310 9560 76.3376 364.8374 644.35 726.267 937.833 843.375 360.31 324.69 128 85.226 371.258 666.968 847.452 1162.596 1045.5 459.724 414.276 101
200311 12334 87.894 469.539 836.866 929.957 1191.369 1071.375 468.14 421.86 149 103.8936 477.9004 861.588 1109.394 1531.224 1377 589.12 530.88 127
200312 15442 106.4504 588.3111 1057.523 1166.7755 1488.69 1338.75 583.86 526.14 175 128.4504 598.3051 1077.511 1395.2735 1930.71 1736.25 731.666 659.334 153
200313 19264 137.7856 741.3689 1326.309 1463.2525 1866.909 1678.875 724.302 652.698 212 164.22991 750.14081 1346.40811 1737.62161 2400.78011 2158.98611 901.67511 812.54711 188.11111
200314 23098 170.0096 895.3789 1598.777 1757.1505 2236.9965 2011.6875 868.426 782.574 255 206.89831 902.39141 1616.24611 2073.93661 2858.02061 2570.17361 1089.45711 981.76511 223.11111
200315 27044 199.34462 1045.30332 1864.62922 2044.99172 2600.21722 2338.34722 1039.33522 936.60922 307.22222 240.56671 1071.21101 1919.22211 2419.59261 3307.33811 2974.23611 1292.23011 1164.49211 279.11111
200316 32390 232.23542 1258.76952 2253.34322 2468.30472 3136.27072 2820.40972 1269.46022 1143.98422 386.22222 286.23551 1281.37621 2296.89011 2860.31461 3887.17661 3495.67361 1564.96111 1410.26111 338.11111
200317 37195 270.12622 1447.38222 2592.35022 2840.99822 3610.81672 3247.15972 1486.17222 1339.27222 455.22222 327.01551 1481.77871 2653.25511 3256.19511 4394.24861 3951.67361 1807.44711 1628.77511 405.11111
200318 42192 311.12822 1636.75222 2931.09422 3210.67422 4079.52472 3668.65972 1729.97322 1558.97122 551.22222 372.46222 1691.28422 3026.82622 3666.53222 4916.44372 4421.28472 2069.24322 1864.70122 485.22222
200319 46652 349.57413 1810.38053 3248.90933 3571.70933 4547.71833 4089.70833 1937.06533 1745.60133 621.33333 404.24142 1853.31102 3322.43822 4012.56222 5372.43322 4831.34722 2304.10222 2076.34222 553.22222
200320 51654 388.63151 1991.93871 3575.30711 3964.26311 5072.16511 4561.36111 2184.03711 1968.18511 760.61111 451.18822 2033.58622 3635.38222 4378.84422 5854.98522 5265.34722 2597.58422 2340.86022 629.72222
200321 55739 423.18871 2159.47501 3877.49411 4292.65061 5487.49711 4934.86111 2386.02111 2150.20111 859.61111 490.74582 2187.23812 3901.80122 4679.57172 6243.62922 5614.84722 2814.82222 2536.62222 698.72222
200322 59032 453.52351 2291.30671 4111.82711 4554.61111 5824.22461 5237.67361 2561.17911 2308.04311 938.61111 520.96916 2296.91196 4098.59556 4912.32156 6551.91706 5892.11806 3001.88556 2705.22556 771.05556
200323 63746 495.41471 2477.34401 4437.68411 4922.23761 6299.18761 5664.79861 2820.49711 2541.72511 1066.61111 566.19356 2458.73506 4378.69056 5244.74306 6993.10306 6288.86806 3266.98956 2944.12156 879.05556
200324 67569 530.58302 2637.23292 4724.46522 5226.93572 6679.39422 6006.72222 3010.49422 2712.95022 1242.72222 608.02836 2595.43226 4622.75456 5500.62306 7309.81456 6573.68056 3474.23356 3130.87756 982.05556
200325 71882 568.14062 2813.89732 5036.90922 5583.35772 7142.68122 6423.34722 3227.46922 2908.47522 1404.72222 654.69716 2744.05546 4877.33856 5785.37106 7675.94056 6902.93056 3703.83256 3337.77856 1091.05556
200326 75915 615.25373 2990.75443 5350.51633 5919.82483 7565.00483 6803.14583 3438.50633 3098.66033 1568.83333 704.25507 2887.91077 5117.83167 6040.30117 7993.59717 7188.60417 3914.86967 3527.96367 1189.16667
200327 80117 654.14413 3154.06453 5646.91733 6260.55533 8009.73533 7203.08333 3643.38333 3283.28333 1761.83333 743.59027 3035.05107 5374.78267 6317.15867 8342.00067 7501.91667 4146.04667 3736.28667 1303.16667
200328 83801 693.36813 3300.71053 5904.65733 6559.88133 8402.54933 7556.33333 3819.06733 3441.59933 1972.33333 788.14778 3169.64678 5604.75578 6554.45278 8632.76078 7763.40278 4328.15378 3900.40178 1408.77778
200329 86673 727.48053 3421.69113 6120.84333 6805.61833 8721.34583 7843.02083 3961.61333 3570.05333 2115.33333 819.03818 3268.12738 5771.49778 6734.80378 8860.23428 7967.96528 4455.97178 4015.58378 1492.77778
200330 90721 766.03813 3595.33103 6427.23833 7128.51783 9122.29133 8203.58333 4159.91533 3748.75133 2347.33333 857.37338 3405.27368 6008.46078 6986.37928 9174.02678 8250.15278 4692.14578 4228.40978 1619.77778
200331 94436 812.92933 3745.46883 6681.29633 7413.99083 9490.29383 8534.52083 4356.11333 3925.55333 2650.33333 900.70929 3545.30199 6236.85589 7214.20039 9447.06439 8495.70139 4863.73289 4383.04489 1738.88889
200401 98584 863.98729 3922.06199 6986.43189 7739.43439 9897.34139 8900.57639 4565.51689 4114.26089 2999.38889 953.43427 3687.27457 6465.41767 7451.86017 9739.65917 8758.85417 5071.78067 4570.55267 1896.16667
200402 102494 897.21109 4064.73569 7240.22689 8036.03389 10287.86189 9251.76389 4777.49489 4305.28289 3360.88889 999.88087 3814.42247 6676.60667 7677.08067 10021.34267 9012.16667 5265.34867 4744.98467 2060.66667
200403 106555 932.54611 4226.49511 7529.74911 8346.89011 10678.18761 9602.79861 4989.43211 4496.29011 3775.11111 1051.32758 3951.33998 6905.00178 7914.05378 10312.72828 9274.21528 5456.13478 4916.92078 2195.77778
200404 109584 956.88091 4352.14631 7751.72111 8593.18011 10993.43961 9886.29861 5145.65411 4637.06811 4025.11111 1085.32909 4058.34769 7088.68689 8094.09189 10525.92639 9465.95139 5588.27189 5036.00589 2299.88889
200405 112020 982.10411 4453.44711 7934.76911 8789.84811 11240.51211 10108.48611 5263.47811 4743.24411 4224.11111 1110.66349 4152.64729 7255.95489 8245.11789 10694.18589 9617.26389 5693.99789 5131.27989 2378.88889
200406 115229 1015.55011 4579.19811 8155.16311 9030.61711 11545.96461 10383.17361 5419.17411 4883.54811 4517.61111 1140.88669 4259.47109 7450.04889 8439.14489 10927.08039 9826.70139 5869.15589 5289.12189 2497.38889
200407 118435 1063.21882 4710.73762 8377.24622 9263.81022 11834.84822 10642.97222 5594.44322 5041.50122 4843.22222 1188.33349 4378.49329 7640.98689 8622.75389 11141.62689 10019.63889 6014.85789 5420.41989 2635.88889
200408 121606 1104.99842 4841.52202 8602.37422 9505.64622 12138.63272 10916.15972 5768.02322 5197.92122 5199.22222 1223.11269 4480.29309 7816.14489 8792.75289 11341.57839 10199.45139 6159.50789 5550.76989 2767.88889
200409 124649 1126.55522 4957.06122 8808.56622 9728.13422 12418.85672 11168.15972 5916.35522 5331.58922 5519.22222 1259.78109 4598.35369 8017.60289 8978.39789 11551.74639 10388.45139 6305.73589 5682.54189 2891.88889
200410 127021 1151.55633 5054.67783 8981.46833 9900.31083 12624.96583 11353.52083 6037.70933 5440.95733 5787.33333 1289.11549 4680.68679 8160.93789 9118.26339 11716.87839 10536.95139 6418.56289 5784.21489 2982.88889
200411 129192 1187.61324 5144.61314 9134.11944 10057.18794 12816.68844 11525.94444 6137.23444 5530.65444 6022.44444 1324.28369 4774.12959 8317.15989 9252.37839 11860.11789 10665.76389 6510.61289 5867.16489 3063.88889
200412 130941 1205.72524 5213.07064 9253.25844 10185.16344 12977.44194 11670.50694 6212.45244 5598.43644 6235.44444 1343.95129 4848.29149 8446.81889 9361.06989 11973.75039 10767.95139 6580.04489 5929.73289 3137.88889
200413 132596 1227.83716 5284.03796 9379.08356 10305.17556 13116.83106 11795.86806 6293.56756 5671.54356 6434.55556 1362.6188 4906.8162 8546.87 9456.391 12084.3665 10867.4375 6651.692 5994.308 3217
200414 134508 1251.78256 5363.94506 9519.78856 10443.25806 13280.50356 11943.05556 6386.14356 5754.96756 6643.55556 1388.7866 4979.8219 8670.217 9571.4945 12215.93 10985.75 6729.54 6064.46 3315
200415 136566 1276.89496 5447.18516 9660.49356 10591.01256 13463.56656 12107.68056 6483.45356 5842.65756 6877.05556 1414.4546 5066.3994 8816.708 9693.074 12341.864 11099 6820.012 6145.988 3418.5
200416 138590 1314.00776 5535.60836 9803.56556 10735.86856 13638.91506 12265.36806 6578.65956 5928.45156 7069.55556 1444.0114 5160.6356 8980.294 9824.735 12474.2615 11218.0625 6904.698 6222.302 3491
200417 140656 1338.45327 5613.71307 9938.33267 10878.91567 13817.29367 12425.79167 6668.71667 6009.61667 7282.16667 1482.4574 5269.5546 9167.024 9965.68 12606.659 11337.125 6990.962 6300.038 3563.5
200418 142210 1357.89847 5682.28387 10060.36467 10986.52367 13934.88767 12531.54167 6758.13667 6090.19667 7435.16667 1511.125 5334.38 9278.01 10061.369 12709.241 11429.375 7063.024 6364.976 3621.5
200419 143409 1376.34398 5732.24758 10138.84978 11067.57778 14034.24478 12620.90278 6816.63378 6142.92178 7563.27778 1527.0146 5386.9894 9369.008 10139.68 12793.058 11504.75 7114.572 6411.428 3669.5
200420 144904 1396.67798 5794.93258 10250.88778 11172.52878 14154.54928 12729.09028 6883.43578 6203.11978 7719.27778 1545.6818 5442.5552 9469.474 10234.789 12902.9375 11603.5625 7186.108 6475.892 3738.5
200421 146319 1424.45718 5857.01938 10346.61978 11267.19478 14267.34778 12830.52778 6957.33878 6269.71678 7877.77778 1567.68291 5507.95431 9577.94111 10320.69411 12987.90811 11679.98611 7252.75811 6535.96411 3790.11111
200422 147938 1447.347 5926.275 10466.244 11385.41 14408.099 12957.125 7022.522 6328.478 8059 1596.01731 5583.58091 9707.86311 10426.89111 13096.32811 11777.48611 7312.98511 6590.23711 3846.11111
200423 149414 1472.237 5987.092 10565.658 11484.049 14525.9015 13063.0625 7099.318 6397.682 8234 1633.57451 5653.93871 9815.69311 10513.51411 13183.27261 11855.67361 7375.05311 6646.16911 3908.11111
200424 150810 1500.127 6043.701 10656.656 11577.024 14639.117 13164.875 7164.016 6455.984 8361 1651.57531 5726.37291 9944.56311 10610.03311 13273.13611 11936.48611 7438.69911 6703.52311 3963.11111
200425 151885 1513.9054 6085.9536 10728.718 11656.683 14740.865 13256.375 7213.986 6501.014 8465 1674.90931 5778.80091 10036.08711 10682.31511 13344.44311 12000.61111 7470.25911 6731.96311 4003.11111
200426 152641 1523.4614 6114.3306 10776.584 11710.1 14809.4615 13318.0625 7243.442 6527.558 8549 1691.90971 5812.78251 10096.05111 10731.64111 13395.10861 12046.17361 7501.29311 6759.92911 4034.11111
200427 153741 1540.0178 6161.0407 10853.117 11784.8965 14897.8655 13397.5625 7290.782 6570.218 8635 1709.24411 5877.49461 10204.14411 10809.11361 13463.49661 12107.67361 7553.89311 6807.32911 4078.11111
200428 154757 1563.9074 6208.9161 10934.647 11859.6175 14982.0995 13473.3125 7335.492 6610.508 8721 1731.80051 5923.54721 10279.36211 10871.94261 13528.96561 12166.54861 7597.55111 6846.67111 4121.11111
200429 155786 1589.1306 6256.3019 11009.865 11930.1425 15062.9975 13546.0625 7381.254 6651.746 8834 1757.57931 5974.27041 10360.36611 10937.09261 13594.43461 12225.42361 7634.37111 6879.85111 4161.11111
200430 156863 1612.2426 6303.3249 11086.135 12000.8815 15143.4785 13618.4375 7438.062 6702.938 8933 1771.02451 6022.59021 10441.89611 11010.14961 13675.33261 12298.17361 7679.08111 6920.14111 4206.11111
200501 157691 1627.4654 6343.5551 11155.041 12062.0105 15210.6155 13678.8125 7470.148 6731.852 9007 1789.02531 6064.77941 10510.27611 11064.82761 13729.95961 12347.29861 7715.37511 6952.84711 4230.11111
200502 158354 1644.5774 6375.4556 11201.066 12108.449 15266.702 13729.25 7498.026 6756.974 9051 1816.13771 6104.36151 10563.66511 11109.85211 13777.28911 12389.86111 7734.83711 6970.38511 4256.11111
200503 158932 1659.5778 6399.7062 11241.568 12150.696 15318.827 13776.125 7515.91 6773.09 9081 1831.47171 6137.59051 10616.79111 11155.29111 13825.66111 12433.36111 7752.72111 6986.50111 4276.11111
200504 159717 1678.5228 6437.0842 11305.214 12206.595 15379.709 13830.875 7545.892 6800.108 9138 1851.97231 6180.14691 10689.90511 11209.16411 13874.86711 12477.61111 7787.43711 7017.78511 4306.11111
200505 160575 1699.8568 6474.1267 11365.967 12263.8295 15445.595 13890.125 7581.134 6831.866 9205 1873.08431 6229.14241 10770.12011 11272.54161 13937.41711 12533.86111 7820.04911 7047.17311 4334.11111
200506 161457 1716.8572 6508.6343 11426.983 12324.4975 15518.153 13955.375 7622.688 6869.312 9287 1897.64071 6273.35401 10841.65611 11329.31761 13993.71211 12584.48611 7862.65511 7085.56711 4359.11111
200507 162271 1736.7468 6545.4637 11486.421 12383.4925 15588.626 14018.75 7653.196 6896.804 9344 1918.75271 6313.53901 10904.25011 11384.17061 14053.34311 12638.11111 7901.57911 7120.64311 4383.11111
200508 163041 1756.0254 6579.4591 11537.969 12434.8505 15650.1335 14074.0625 7682.126 6922.874 9404 1935.14251 6357.36521 10973.68211 11439.79061 14109.01261 12688.17361 7932.08711 7148.13511 4416.11111
200509 163643 1765.359 6603.4285 11580.575 12478.5655 15703.5095 14122.0625 7704.744 6943.256 9445 1945.14291 6390.29481 11031.54211 11486.92061 14156.96761 12731.29861 7955.75711 7169.46511 4429.11111
200510 164066 1776.3594 6621.1041 11607.927 12507.0095 15738.5375 14153.5625 7721.05 6957.95 9465.5 1959.36571 6415.53401 11070.46611 11517.71861 14187.40861 12758.67361 7977.32311 7188.89911 4441.61111
200511 164727 1795.5826 6653.1044 11652.374 12552.295 15793.5815 14203.0625 7742.09 6976.91 9505.5 1970.14411 6454.76211 11136.47911 11572.48711 14244.12061 12809.67361 7999.94111 7209.28111 4455.61111
200512 165346 1806.8054 6677.8176 11690.246 12591.823 15842.3705 14246.9375 7767.864 7000.136 9546.5 1984.14491 6490.90231 11192.76111 11618.77611 14291.65861 12852.42361 8026.76711 7233.45511 4484.61111
200513 166021 1821.917 6706.639 11738.112 12640.56 15901.5845 14300.1875 7790.482 7020.518 9595.5 2007.36811 6530.13511 11251.67311 11666.53611 14340.03061 12895.92361 8050.96311 7255.25911 4507.61111
200514 166627 1831.9732 6733.5968 11779.14 12682.498 15952.667 14346.125 7816.782 7044.218 9652.5 2023.97991 6557.27431 11292.17511 11704.51911 14383.60711 12935.11111 8076.73711 7278.48511 4535.61111
200515 167311 1851.4184 6760.8766 11818.59 12724.219 16004.5835 14392.8125 7843.608 7068.392 9698.5 2046.75871 6602.73751 11362.65911 11762.22511 14442.61261 12988.17361 8098.82911 7298.39311 4545.61111
200516 167795 1869.1968 6787.6122 11859.618 12759.397 16042.1135 14426.5625 7857.81 7081.19 9735.5 2061.20351 6629.17371 11408.42111 11799.30211 14480.14261 13021.92361 8108.29711 7306.92511 4560.61111
200517 168173 1881.3084 6807.0971 11888.811 12784.1075 16068.176 14450 7868.33 7090.67 9750.5 2076.75982 6659.06312 11452.97922 11832.94672 14511.73722 13050.34722 8117.35022 7315.09422 4567.72222
200518 168795 1904.4204 6840.3126 11937.466 12827.337 16115.714 14492.75 7888.844 7109.156 9773.5 2105.98342 6703.21602 11513.73222 11880.40522 14558.02422 13091.97222 8140.49422 7335.95022 4575.72222
200519 169315 1917.532 6865.452 11977.968 12865.528 16159.7075 14532.3125 7901.994 7121.006 9813.5 2122.98382 6729.83362 11558.96822 11917.16722 14595.34572 13125.53472 8161.00822 7354.43622 4594.72222
200520 169996 1941.866 6894.21 12022.152 12909.876 16213.0835 14580.3125 7925.138 7141.862 9848.5 2145.42902 6774.47142 11633.13422 11973.33422 14648.30472 13173.15972 8183.10022 7374.34422 4613.72222
200521 170397 1953.5332 6914.5338 12052.134 12940.311 16249.988 14613.5 7941.444 7156.556 9875.5 2162.31862 6800.78082 11671.53222 12000.28122 14671.44822 13193.97222 8193.09422 7383.35022 4622.72222
200522 170827 1965.64471 6933.50401 12081.96411 12971.06361 16287.62911 14647.36111 7954.70511 7168.51711 9901.61111 2179.09702 6827.12192 11711.77122 12030.77472 14700.22122 13219.84722 8211.50422 7399.94022 4634.72222
200523 171176 1972.64511 6950.39061 12107.73811 12994.92261 16314.73411 14671.73611 7968.90711 7181.31511 9920.61111 2190.20862 6846.73832 11741.22722 12057.15072 14729.41122 13246.09722 8225.18022 7412.26422 4644.72222
200524 171462 1981.08991 6965.25481 12130.35611 13016.26761 16339.33711 14693.86111 7979.42711 7190.79511 9936.61111 2199.43102 6864.82192 11773.83922 12077.92872 14744.84022 13259.97222 8234.12222 7420.32222 4653.72222
200525 171907 1991.31271 6985.10251 12158.49711 13041.70011 16367.69311 14719.36111 7996.78511 7206.43711 9963.61111 2217.98742 6899.43402 11826.17622 12115.14722 14777.36622 13289.22222 8253.05822 7437.38622 4660.72222
200526 172463 2006.09111 7008.94511 12193.73911 13079.44511 16415.02261 14761.92361 8015.19511 7223.02711 9990.61111 2238.32182 6941.65962 11889.29622 12159.08322 14814.68772 13322.78472 8274.62422 7456.82022 4671.72222
